id,w2v
92,આ ા ન ા ર ી ી   વ ડ ન ગ ર નું  ક ી ર ્ ત િ ત ો ર ણ   સ ર ્ મ ે શ્ ઠ ા   ત ળ ા વ   સ િ મ ં દ   સ્વ ા મ ી   જ ય ન મ ં દ િ ર   બ ુ દ ્ધ મ ટ   અ ન ે   પ ્ર ા ચ ી ન   ક ા ળ ન ી   વ સ ્ ત ુ ઓ   વ ડ ન ગ ર મ ા ં   
93, ઉ ં ચ ઈ  ર ા જ મ ે લ   મ હે સ ા ણ ા   ત ી ન ું   પ ત િ   ન િ ત ્ ર લ   પ ા ર ્ ક   મ િ શ ન ગ ર   વ ગ ે   ઐ ત િ હ ા સ િ ક   સ ્થ ળ ો  આ વ ે લ ા   છ ે   
94, જ ે  ખ ૂ બ   પ ્ર ખ ્ય ા ત   છ ે   અ ન ે   ન વ ર ા સ ન ા   સ મ ય ગ ા ર ા   દ ર મ િય ાન   લ ો ક ો   આ  સ ્ થ ળ ો ન ી   મ ુ લ ા ક ા ત   લ ે વ ા  જ ત ા  હ ો ય   છ ે   
95, ઇ ત િ હ ા સ   મ ા હ િ ત ી   પ ્ર ા પ્ત  થ ઈ   શ ક ે   છ ે   અ ન ે   હ ા   ક ે ટ લ ા ક   એ વ ા સ ્ થ ય ો   છ ે   ક ે   
96, જ ્ ય ા ં   જ ો વ ા   મ ા ટ ે   જ ત ા   પ હ ે લ ા   પ ર વ ા ન ગ ી   લ ે વ ી   પ ડ ી   છ ે   અ ન ે   ફ ી   પ ણ   લ ે ત ા   હ ો ય   છ ે   અ ન ે   ક ે ટ લી   જ ગ ્ય ા   પ ર વ ા ન ગ ી   વિ ન ા   જ ઈ   શ ક ા ય   છ ે   આ પ ણ ન ે   એ વ ા   ઐ ત િ હ ા સ િ ક  સ ્થ ળ ો ન ી  મ ુ લ ા કા ત   લ ઈ એ   ત ો   પ્ર ા ચ ી ન   સ મ ય મ ાં 
97, એ વ ી   સ ં સ્ ક ૃ ત િ  હ ત ી   અ ન ે   આ ા લ ન ી   સ ં સ્ક ૃ ત િ નું   ક ે ટ લ ુ ં   ર ા સ   થ ય ો   છ ે   ત ે થ ી  જ ા ણ ક ા ર ી   પ્ર ા પ્ત   થ ા ય   છ ે   
98, ચ ા લ ુ   
99, જ ર   પ ા ં ચ મ ાં  ત ણ ે  વ િ પ ુ લ   ક ે  ર ા વ લ ે  લ ખ ે લ ી   ધ ા ર ્મ િ ક   મ ન ે   ત ા આ ધ ા ર િ ત   ફ િ લ્મ   એ ક બ ા લ મ ા   ટ ૂ મ ક ી  ભ ૂ મિ ક ા માં   ભ ન ય   ક ર્યો  હ ત ો   જ્ય ાં  ત ણે   પ ો ત ે   પ ો ત ા ન ી  ભ ૂ મિ ક ા   ભ જ વ ી  હ ત ી   
100, લ ો   
101, જ ી   સ ર ક ો ણ   બો લ ો   છ ો   
102, ી ત ો   
103, હ   ભ ગ વ ત ી બ ન   બ ો લ ુ ં   છ ું   ડ ક   ભ ગ વ ત ી બ ે ન   બ ો લ ું  છ ુ ં   
104, હ   હ ુ ં   છ ો   એ ક   વ સ ુ   કહ ું  છ ું  ક ે   ત મ ે   એ મ   ફ ો ન   પ ર   વ ા ત   ક ર ો  અ ન ે   ત મ ે   ત ્ ય ા ં   આ વ ો   
105, ો   પ ે ટ ન ી  આ પ ડ ે  છ ે     પ હ ે લ ા  ત ો  ત પ ા સ   ક ર ી શ ું   અ ન ે   પ ે ટ ન ી  ત પ ા સ   ક ર ્યા  પ છ ી  અ ગ ર  આ પ ણ ા ને એ વ ું  લ ા ગ ે   ક ે  ત મ ા ર ે   એ   ક ર વ ા ન ો   છ ે   ક ે   પ છ ી   સ ો ન ો ગ્ર ા ફ ી   ક ર વ ા ન ી   છ ે   
106, ત ો   આ પ ણે   સ ો ન ો ગ ્ ર ા ફ ી   ક ે એ ક ો   ક ર ા વ ી  ન ા ખ ી   છ ું     પ છ ી   મ ે   છ   
107, ક ે   ન ે   
108, 
109, 
110, ત મ ા ર ું   એ મ ા ન ો  ર િ પો ર્ ટ   મ ન ે   મ ો ક લ ી   શ ક શ ો   અ ગ ર  ત મ ે   ન ો   ર િ પો ર્ટ   મ ન ે  મ ો ક લ ો   ત ો  હ ુ ં  એ મ ાં ત મ ા ર ું   
111, ક ે ટ લ ા   ક ા ઉ ન ટ   ઘ ટ ે   છ ે   અ ન ે  ત મ ા ર ે     ક ે ટ લ ું   છ ે   અ ન ે   એ ન ા   ા  ર િ પ ોર ્ટ   ક ર ય ા  હ ો ય   ત ો   બ ન ો   પ છ ી સ ી બ સ ી ન ો   એ  બ ધ ા   જ ે   ા  ર િ પ ોર ્ટ   છ ે   એ   પ ણ  ત મ ા રા   હ ો ય   ત ો   એ   પ ણ   ત મ ે  મ ન ે   શ ુ   છ ે   ક ે   હ ુ ં  એ મ ા ં થ ી  જ ો ઈ   શ ક ું   
112, અ ને   મ ન ે  ખ બ ર   પ ડ ે   ક ે   ત મ ા ર ે  બ ી જ ો   ક ો  ર ી પ ોર્ટ   ક ર વ ા ન ો   છ ે    ર િ પ ો ર્ટ  પ ડ ી   ત ો  એ ન ા  આ ધ ા ર   પ ર થ ી   ખ બ ર  પ ડ ી   જ શ ે   ક ે   ત મ ન ે   ક ઈ   બ ી મ ા ર ી   છ ે   
113, હ ા   ત મ ે   ત મ ે   મ ો ક લ ી   ત ો   ુ ં   જ ો ઈ લ ું   છ ું અ ત ્યા ર ે   અ ન ે   હ ું  અ ત્યા ર ે   ત મ ન ે   ફ ો ન   પ ર  જ   ક છ ું  ક ે  ત મ ન ે   શ ું   પ્રો બ ્લ ેમ  છ ે  અ ન ે   કે વી  ર ી ત ા     ર િ પ ો ર્ટ   ક ર વા  ત મ ા ર ી  હ ો સ્પ િ ટ લ મ ાં   વ ા ન ું  છ ે   
114, હ ા બ ે   ભ ા  મ ો ક લ ી ો   
115, હ ા   હ ા હ ા હ ુ ં   જ ુ ં   છ ુ   એ ક   મિ ન િ ટ   હ ા   ત મ ા ર ે   જ ને   આ મ   ત ો   જ ો   મ ા ર મ ા  અ ન ે   સ ી બ ી સ ી મ ાં   ત મ ા ર ા   સ ી બ સ ી મ ા ં   જ ે   ત મ ા ર ા   જ ે     ક ા ઉ છ ે   ત મ ા ર ે   ડ 
116, ત મ ા ર ે   પ ા ં ચ   ત ક ા જ   બ્ લ ડ   છ ે  ત મ ા ર ા   શ ર ી ર મ ાં   પ ે લ ો   પ ો ન ્ટ   એ   છ ે   ક ે  ત મ ા ર ે   ખ ો લ   ન થ ી   
117, બ ી જ ું   ક ે   ત મ ા ર ું  બ ી પ ી   છ ે ન ે   ત મ ા ર ું   હ ા ઈ લ ે વ લ   થ ઈ   ગ ુ   છ ે   એ ટ લ ા  મ ા ટ ે  જ  ત મ ન ે   છ ે ને   બ ળ ત રા ન ે   બ ધ ું   થ ા ય   છ ે   
118, અ ન ે   ત ્ ર ી જ ુ   છ ે   છ ે   આ પ ણ ે   ર ી પ ો ર ટ   જ ો ય ો   મ ા ં  ત મ ા ર ી   આ   છ ે   આ ા માં   સ ુ   જ   છ ે   ત ો   આ પ ણ ે   ક ે દ ન ી ન ી   એ ક  આ પ ણ ે   ર િ પ ો ર્ટ   
119, ક ર વ ો   પ ડ શ ે   ક િ ન ી ન ો   એ મ ા ર   ક ર વ ી   પ ડ શ ે   ત ો   જ ે મ ા ં થ ી  આ પ ણ ન ે  ખ બ ર   પ ડ ે   ક ે   ક ે ન ી મ ા ં   ક ્યા ં   સ ુ ધ ી નું  સ ૂ જ ન   થ ય લ ો   છ ે   બ ર ા બ ર   
120, આ   અ મ ે   પ ે ટ ન ા     અ ન ે   પ ે ટ ન ું   આ ખ ુ ં   છ   પ ણ   હ ો ય   એ   આ મ ર ધ ુ ં  બ ત ા વ ી   દ ી ધ ુ ં  છ ે   એ ક ન ો ર ન ે   ત મ ે   બ ત ા વ ્ યુ   ત ુ   એ ટ લ ા   મ ા ટ ે   છ ે ે   એ મ ણ ે   બ ધ ું   ન ે   ર પ ોર ્ટ   મ ા ણ ે   ક ુ  ક ી ધ ુ ં   ન ી   
121, અ ન ે   મ ે ં   ત મ ા ર ા   મ ા ર ા   ઉ પ ર   થ ી  અ ન ે     ત મ ા ર ા   બ ્લ ડ ન ા જ ર પ ો એ ન ા   ઉ પ ર થ ી   હ ું   ત મ ન ે   ક હ ુ ં  છ ુ ં   
122, ત મ ને   આ   વ સ ્ત ુ   છ ે   અ ન ે   એ ન ા   સ િ વ ય   ત મ ને   ક વ   ક ે   ત મ ે   હ ો સ ્ પ િ ટ લ મા ં   આ વ ો   અ ન ે   ત મ ા ર ું   એ ક   
123, ે   બ   ત મ ા ર ે એ મ ા ં   
124, ત મ ા ર ોં   ા   જ શ ે   ે  ત મ ન ે  આ ગ ળ   જ વ ા   ક ે વી  ર ી ત ે   ક ર વ ા ની એ ન ુ   ર સ   મ ળ ી  જ શ ે  ભ ા ઈ   
125, ા ી વ ા ે   પ ણ ુ   છ ે   ક ે  આ પ ણ ે   ક ો ઈ   પ ણ   ર ી ત ન ા   ચ ે ક   ક ર્ ય ા  વ ગ ર  આ પ ણ ે   દ વ ા  આ પ ન ે   ક ો ન થ બ   ધ ી   જ ા ય છ  ત મ ે     ત મ ે હ   
126,   ઉ પ ર   લ ગ ા વ ી  દ ે જ ો   જ ી   છ ે  ત મ ને   થ ો ડ ી   સ ા ર ા   થ શ ે   અ ન ે   ન િ મ ુ   પ ા ણ ી   ો   
127, જ ે મા ં થ ી  ત મ ન ે   પ ે ન ી   બ ા છ ે  અ ન ે   એ   પ ણ   ે દ વ ા ખ ા ન ે   ત ો   ત મ ા ર ે   આ વ ું જ ર ૂ ર ી   છ ે   અ ન ે   ર પ ોર્   ક ર વ ો   જ ર ૂ ર ી   છ ે   ત મ ા ર ી   થ શ ે   
128, ર િ પ ો ્ટ  ત મ ા ર ા   છ ા ટ ી ન ો   અ ન ે   પ ે ટ   પ ે લ ા ુ ધ ી ન ધ   
129, આ ટ ે ડ ા ન ી  અ ં દ ર ન ો   જ જ એ   અ ન ે  ત મ ા ર ા   ન ી મ ા   જ ે   સ મ સ ્ ય ા   છ ે   એ ન ા  ઉ પ ર થ ી  ત મ ા ર ા   પ ે ટ મ ાં   દ ૂ ખ વ ા ન ું  ક ા ર ણ   બ ત ા વ ી   શ ક   
130,ચ લ ે   આ વ ી  જ ા વ ય ા   ત ો  આ જ ે   સ ા જ ા  આ વ ી   જ ા   છ વ ા ગ ે ન ો   ટ ા ઈ મ  આ પ ું છ ું   ો ો  ત મ ર ટ   ક ર   ત મ ને  સ વ ા ર મ ાં   એ ન ી  દ વ ા   ચ ા લ ુ  થ ઈ  જ શ ે   
131, આ જ ે   સ ા ઢ ે   શ ુ ં   ક ર ો   ક ે   આ પ ણ ે  સ ્ પ ે શ િ લ  ક ે સ   મા  ત મ ન ે  લ ઈ ન ે સ ા ે   આ ઠ   વ ા ગ યા ી   જ ા વ   
132, બ ા  ર વું   છ ું   અ ન ે   ત ્ યા ં જ  મ ા ર ુ ં   ક્લ ે ન િ ક   છ ે   
133, વ િ ન ા ક   છ ે   મ ા ર ું   અ ન ે   ત ્યા ં  આ વ ી   જ જ ો   ત ો   ત ્ય ાં  બ ધ ુ ં  થ ઈ  જ શ ે  બ ર ા બ ર   ત મ ા ર ું  ન ા મ   લ ે શ ો ભ ા ઈ   અ ક ી ધ ુ ં   છ ે   ત ો   
134,   
135, ર ૂ પ િ ય ા   આ ઈ સ ી આ ઈ સ ી આ ઈ   પ ો ક ે ટ સ મ ા ં થ ી   ર ૂ પ િ ય ા   ન વ સ ો ન ુ   મ ા સ િ ક   સ આ ઈ બ ી   પ ે મ ે ન્ ટ   અ ધ િ ક ૃ ત   ક ર ો   
136,અ મ ા ર ા   શ હ ે ર ન ી  અ ં દ ર   આ   પ ્ ર ક ા ર ન ી   ક ો ઈ   એ જ ન ્ સ ી   ક ે     ક ં પ ન ી   ક ે વ   ો ે ન ી   
137, ટ્ર ા વ ે લ   મ ા ટ ે   પ ્ર વ ા સ ન   મ ા ટ ે   જ ે   લ ક ્ જ ર ી   બ સ   હ ો ય   છ ે   ત ે ન ી   એ જ ન ્ સ ી   એ વ   હ ો ય   છ ે   
138, એ સ ્ ક ૂ લ   પ િ ક ન ી   ક ો લ ે જ   પ િ ક ન ી   ક થ ો ત ો   ક ો લ ે જ   ટ ૂ ર   એ ક   પ્ર ક ા ર ન ી   આ ય ો જ ન   ક ર ત ી  હ ો ય  છ ે   એ ન ા થ ી  જ ા ણ   પ ર   શ ુ ં   પ ણ   પ્ર વ ા સ ન   ક ં પ ન ી   ો ઓ ફ િ સ   ક ે   એ વ ું   ક ઈ   ન ા ન ક ડ ા   શ હ ે ર મે વ ભ શ ે ન ી   
139, એ જ   ક ે   લ ક ્ ઝ ર ી   દ્ વા ર ા   જ ે   પ ણ   પ્ર વ સ ન   થ ા ય   છ ે   અ ન ે   એ   એ જ ન્ ટ   હો ય   છ ે   લ ક ્ જ ર ી   ત ્ર ૂ   જ ે   એ   પ્ર ક ાર ની  વ ્યવ સ્થ ા   હ   છ ે   બ ા ક ી   ક ો ઈ   પ્ર વ ા સ ન   ક ં પ ન ી   અ મ ા ર ા   શ હ ે ર મ ાં   છ ે   ન હી ં   
140, ભ ા ર ત   ઓ સ્ ટ ્ રે લ િ ય ા   ચ ા પવ ા ન   શ ્ ર ી લ ં ક ા   ન મ ે ર િ ક ા   
141, હ ા લ   સ ો   મ િ િ લ ી ટ ર   બ ા સ ્ ક ી ન ર ો બ ી ન   સ ્ ટ ો ક લ ી   સ ્ ક ્ રી ન   ક ઈ   ક િ ં મ ત ે  વ ે ચ ા ય   છ ે   
142, મ બ  જ િ લ્લ ા મ ાં  ત ો   લ ગ ભ ગ   હ િ ન્ દ ુ   ત હે વ ા ર ો  મ ુ જ બ   ઇ સ ્ લ ા મ   ધ ર ્ મ   ુ જ બ   જ ત વ  છ ે   ત ે   મ ો સ ્ બ ધ ા જ વ  છ ે   ક રિ સ ના   પ ણ   ત ે વા ર ો   જ ા   છ ે   હ ા 
143, સ ૌ થ ી   વ ધ ુ   ત ે વા ર ુ ં  જ ત   ત ો   ત ે   લ ગ ભ ગ   ત ો   ન વ ર ા ત ્ર ી   છ ે   એ ન ા   બ ા દ   દ િ વ ા ળ ી   છ ે   
144, ન વ ર ા ત ્રી મ ાં   ન વ   દ િ વ સ ન ો   જ ે   ર   ઉ પ ર   જ ે   ન   છ ે   જ વ ા ન ન   છ ે   ર મ વ ા ન ો   એ ી ન ં દ   છ ે   જ ે ી   ક ુ લ ા લ  સ ા થ ે   ર મ વ ા ન ો   લ ક ા   
145, એ ક બ ી જ ા   સ ા થ ે   ખ   ન થ ી   પ ડ ત ક ર   ઉ પ યો ગ   ક ર વ ો   જ ો ઈ એ   એ   ક લ ર   સ ા થ ે   ર ણ ે   છ ે   અ ન ે   એ જ ે ન દ ો   બ ન ા વ ે  છ ે   ત ે   
146,ખ ર ે ખ ર   વ ા ન   લ ા ઈ ટ બ ા ક ી   ઘ ણ ા  બ ધ ા   ત છ ે   મ સ   છ ે   
147, ચ ન ્ મ ા સ્ ટ વ ી   છ ે   જ ે   ધ મ થ ી   ઉ જ વ   છ ે   મ ો ર બ ી   ા   
148, એ ન ા  સ િ વ ા ય   ર ક ્ષ ા બ ં દ ન ના   ત ે વ ા ર   સ ધ ર ન ા 
149,આ મ હ ો ર ા મ   વ ગ ે ર વ ન ો   ત ે   પ ણ   આ ન ં દ   ઉ ઠ ા વ ે   છ ે   એ ન ા   ા જ   ુ જ બ   ક ્   ક ર ે   ે   ન ા ત ન ી   પ ણ   લ ગ ભ ગ   ઘ ણ ી   બ ધ ી   જ ગ ્ ા   પ ર   ત ી   ી  હ ો   છ ે 
150, પ ૂ ર ્ ણી મ ા મ ા ં   ભ ત પ ૂ ર ્ણ વ ા ન  દ િ વ સ ે   ા   હ ો ય  છ ે   પ ૂ ર ્ ણી મા ં ન ી   ર ત ઓ ન ો   
151, એ   પ ણ  ઉ જ વ ા માં   આ વ ે  છ ે   અ ન ે   સ ૌ   સ ા થ ે   મ ળ ી ન ે   પ ો ત ા ન ા   ત હે વ ા ર ો   છ ે   
152, 
153, સ ૂ ર ે શ   ર મ ે શ   ર ા ક ે શ   ર ા જ ે શ   મ હ ે શ   
154, હ ુ ં   હ ા લ મ ા ં   ઘ ડ િ ય ા ળ   રિ પ ે ર ી ં ગ   ન ું   ક ા મ   ક ર ું   છ ુ ં   અ ન ે   એ   મ ા ર   મ ા ટ ે   એ ક   ગ ૌ ર વ શ ા લ ી   સ ી ધ ી   છ ે   ક ે  અ ત્ય ા ર ે   જ ૂ ન ા મ ાં   જ ુ ન ી   જ ે  ગ ડ િ ય ા ળ ો   પ ે લ ન ી   છ ે   એ ન ે   પ ણ   હું  આ જ ે   રિ પ ે ર   ક ર ી   શ ક ું   છ ુ   
155, ન ૈ ન ી ત ા લ મ ા ં   શ િ ય ા ળ ા ન ી   મ ો સ મ   ન વ ે મ ્ બ ર ન ા   મ ધ્ય મ ાં   શ ર ૂ   થ ા ય   છ ે   અ ન ે   મ ધ ્ય   મ ા ર ્ ચ  સ ુ ધ ી   ચ ા લ ે   છ ે   
156, મ ે થ ્ ટ ી   સ ે   ઓ ો ક ો ન ા   શ ે ર ફ   અ ન ે   બ ે શ ો   ઝ િ ં જ લ   ત ા જ ા   ન હો ત ા   
157, ન મ સ ્ ત ે   હ ુ   સ મ ા સ ા   ચ ે ન લ મા ં થ ી  પ ત ્ર ક ા ર   અ ં ધ ની   વ ા ત   ક ર ુ ં   છ ું   આ પ ણ ે   ન વ ી ન ત મ   હ વ મ ા ન   અ પ દ ે   ક ર વ ા  મ ા ટ ે   અ મ ા ર ી   સ ા થ ે   અ મ ા ર ા   હ વ ા મ ા ન   શ ા સ ત ્ ર ી   પ ્ર િ ય ા જ ી   પ ટ ે લ   છ ે   
158, હ ા   પ્રિ ય ા ત ી   આ ગ ા મ ી   સ પ્ તાહ   મ ા ટ ે   હ વ ા મ ા ન ની   દ ૃ ષ ્ ટ િ એ   આ પ ન ે   શ ું  આ સ ા  ર ા ખ ી   શ ક ી એ   ત મ ે   અ મ ને   જ ણ ા વ ો   જ ે થ ી   આ   મ ા હ િ ત ી   અ મ ે   અ મ ા ર ા   દ ર ્ શ ક ો  સ ુ ધ ી   પ હ ોં ચ ા ડ ી  શ ક ી   
159,હ પ ય જ ી   બ ર ા બ ર   ત ો   હ વ ે   આ વ ક ા દ ા સ   પ ર િ વ ર ્ ત ન   જ ે વું લ ા ગ ી  ર હ ્ય ું  છ ે   હ વ ે   ત મ ા ર ે   ત ા પ મ ા ન  વ િ શ ે   શ ું   જ ણ ા વ ું  છ ે   
160, ન ો ત પ ા ત ્ર   હ વ ા મ ા ન   અ ન ે   ઘ ટ ન ા   ચ ે ત વ ી શ ે   આ પ ન ું  શ ુ ં   જ ણ ા વ ું   છ ે   
161, હ ા   પ ર િ ય ા જ ી   હ વ ા મ ા ન  અ બ ે  મ ા ટ ે  આ પ ણ ો   ખ ૂ બ  જ આ ભ ા સ   આ ગ ળ   એ ક   આ શ ા પ   સ પ્ ત ા હ  જ ેવ  લ ા ગ ી  ર હ ્ય ું   છ ે   પ ર ં ત ુ   અ મ ે   એ ક   વ િ ક ા શ ી લ   પ દ ્ધ ત િ   સ ા થ ે   ક ો ઈ પ ણ   સ ં ભ વ િ ત   ખ ે ર ફ ા ર   સ ા થ ે  જ ો ડ ા યે લ ા   ર છ ે   
