id,w2v
103, உம   ப   சீ க்கி து ங ்க  ப ய ங் க ர மா   நீ ங்க  வ ந் து   கொ ஞ் ம்   சீ க்கி ர மா  கு வி க்கி ர ம ் பா த் து   அ ர   டி ரா பி  எ க் ஸா ம் லா ம்   அ வ ங்க   கொ ஞ் ச ம்   பா த்து   கொ ஞ்ச ம்   சீ க்கி ர மா  அனுப ிச்சு ட்டீ ங்கன்னா  அ வ ர்  வ ந் து   எ தா ச்சு  எ ன்ன   வெ ளி வ டி ் அ ம டி க்கு து  கே க்க   போ றா ரு ங்க   உம் ம்   ச ரி ங்க  நீ ங்க  பா த்து  அ னுப்பி ச்சு டுங்க  பா க்க லா ம்   ச ட்ட னா   உம ் ம்   ச ரி ி ங்க   ஓ கே ங்க   ச ரி ங் க   உம் ம்   ச ரி ங்க   
104, ச ரி ங   பா த்து ன்ப ச் சு டு ங்க   சீ க்கி ர மா   அ னுப ச் சு டு ங்க   ச ரி  க ரெக்டா   அந்த  டை ம்   கொ ண   ந ப் ப  வ ர பு னா ர்   லே ட்டு ங்க   இ ன் னு ம்   லே ட் டா யி ர ம்   போ து ங்க   
105, ச ரி ங் க   வெ யிட் ப ண்ணி ட்டு ருக்கு று ங்க   உம ் ம்   க ண்டி ப்பா  அ ன்புச் சொல் லு ங்க   ஆஹ ்   ஓ கே ங ்க   ரொம்ப   டே ங் ஸ் ங் க   
106, அ ல ் ச ர்   அ ன் க ம் ச ர்  
107, லா   எ ந் த  வி ல்லே ஜ் ல   சி ன்ன  அ க ரி க ல் ச ர ல்   சா ப் ஸ டா ப்  ஓ ப்ப ன் பண் லாம்ன ு நஇ ருக் றே ன்   
108, பி யூ ச்ச ர் ல   எ ல் ் ச ர் ஃப சி லி க்கா  போயி ட்டி ருக்கே   ரி செ ன்டா   
109, இ ப்ப  வந் து   கா ம் மா   ஒ ரி ஜி ன ல்   பி ரா ட ட்ட   இ ந்த  மா ரி   ஏ ா னை   மா ர் க் கு  வா ரு ம் வ ந்து  சொல் லி ட்டு ரு க்கா ங்க   
110, த     தே ்  
111, ை   
112,  இந்த  வ ர த் து ல   டி ஸ் க வு ண்ட்   ப்ப னா  வி ல்லே ஜ் ல க   ஷா ப்   ஓ ப்ப ன்  ப ண்ண  போ னா  டி ஸ் க வுண்ட்  தெல்லாம் இருக்கீ ங்களா   சா ர்   
113, ் ரெ ண்டு   வா ர ம் ப தி ன  பீ ப்பி ள்  க ம்யூ ன கே ஷ ன் போ ம த் சா ர ்  டீ ச் ச ஹ் மா   
114, ம ண் பு   வ ர் நா   வ ள க ர் வ ர் கு   ஏ ற் க றா ர ம்   
115, தா ்   த   
116, ்   மே ல் வ ர ்   
117, ரை ் த ்  
118, ஃ போ ்  இ ரு க் கு ற து  இ ப ் ப  ரொ ம் ப   யூ ஸ் ஃ பு ல் லா  இ ரு க் கு   போ ன்  இ ரு ந் தா தா   இ ப் ப  எ ல்லா மே   இ ப் போ  ஒ ரு  எ டு த்து க்கு   போ னோ  அப் டி னா  இ ப் போ  ஒரு த்த வ ங்க ளு க்கு  ந ம்   இ டி ய   எ ம டி ட் டா   கா சு   வே ணும ் அப் டி ன் னா   ந ம ்ம  உ ட னே   ந ம்ம  கை ல   கா சு     அ க்கவு ன்ட் ல  இ ருக்கு ம் ந ம்ம  கை யி ல  இ ருக்கா தா ன   வ ங்களுக்கு  உ ட னே   ஜி பி   ப ண் லா ம்   போ ன்   பே   பே ட் ட ங் க ம ரி  மு லி ய மா   கா ச  அ னி ப்பி க்க லா ம்   இ ப் போ   ஒ ரு   ஃ போ ன்     
119, ஃ போ ட்டோ  எ டுக்கு ணும் அப் டி ன ா  ம்பு ந லா   ஸ்டு டி யோ க்கு தா ன்   போ வோ ம்  ஆ னா  இ ப்போ லாம ் அப் டி ல்ல   ந ம்ம   ந ம்ம ளே  ஃபோ ட்டோ  எ டு த்து க்க லா ம்   ஒ ரு   கா ல்   மெ சே ஜ்   அ ப் டி ன னா  மு ன் னா லா ம்   
120, எ ற்க து   ந ம்  மஇ து   த க வ ல்  தொ ல னா வ டி னா   வ ன் து   
121,ஒ ரி யோ ர்  மூ ல மா   நோ ட் டீ ஸ்   மூ ல மா தா ன்  ப ண ் ணு வோ  ஆ னா  இ ப் ப லாம்  அப் டி இ ல்ல   ந ம்ம   ஃபோ ன் ல யே   மெ சே ஜ் லா  ப ண் ணி க்க லா ம்   ரொ ம் ப   யூ ஸ் ஃ பு ல் லா   இரு க் கு   மு ன்ன லா ம்   ஃ போ ன்   இ ருக்கா த  ஒ ரு   வீ ட் ல தான் இருக்கும் அவ ங்க கிட்ட தான்  ப ண ம  வா ங்கி  பே சா ன  இ ப் போ லா ப் டி ல்  எ ல் லா ரு க்கை ய ி லு மே   போ ன் ரு க் கு   
122, ஃபோ ன் ல ு ந் தி   இ ஸ் எ   மெ யி ல்  அ னு ப்பி க்க லா ம்   இ ந் த   மா த ி றி   நி றை ய   வி ஷ ய ங் க ள ரு க் கு   ஃ போ ன்  வ ந் து   ந ம க்கு  ரொ ம் ப   யூ ஸ் ஃ பு ல் லா தா ன்   இ ருக் கு   ஃபோ ட் டோ ஸ் லா ம   ந ம க்கு  எ ப் ப டி  வே னு மோ  அ ந் த   மா திரி  எ டு த்து க்க லா ம்   
123, மு ப் ப து   ஜூ லை   ஆ யி ர த் தி  தொ ள்ளா யி ர த் தி   எ ழு வ து   
124,இ ரு ப த் தி   மூ னு   ஜூ ன்   ஆ யி ர த் தி   தொ ள்ளா யி ர த் தி  எ ண் ப த் தி   அ ஞ் சு   
125,ப தி னா று   ந வ ம் ப ர்   ஆ யி ர த் தி  தொ ள்ளா யி ர த் தி   தொ ண் ணூ த் தி  ஒ ன் ப து   ரெ ண் டு   மே   ரெ ண் டா யி ர த் தி   ப தி னெ ட் டு   
126, ரெ ண் டு   ஜூ ன்   ரெ ண்டா யி ர ம்  
127,ஊ ளை   
128,க ல் வி ் க ட ன்   க ல் வி   க ட ன் னா   எ ஜு கே ஷ ன ல்   லோ ன்   அ து  வ ந்து ட்டு  எ துக்கு  யூ ஸ்  ஆ கு து னா   கா லே ஜ்   ப டி க்கு ம் போ து   ந ம்ம ந ம்ம ளா ல  வ ந் து ட்டு   பீ ஸ ்   பே  ப ண்ண   மு டி ய ல   ஆ னா  ந ம்ம   வ ந்துட்டு  இ து   ப டி க்க ணு ம்   அ ப்ப டி ன   இ து  ப டி க்க ணு ம் அப ்ப டி ன ு  ந னை ப் போ ம்   ஆ னா   அது ல  வ ந்துட்டு  அ து க்கா ன   ஃபீ ஸ் வ ந்து   ந ம் ளா ல பே  ப ண்ண  முடியா து   
129,அப்டி  இ ரு க்கு ம் போ து  ந ம்ம  எ ஜு கே ஷ ன ்   நோ ட்  போ ட்ட ம் னா   க வ ர்மெ ண்ட் ல ரு ந் து   அ மௌ ண்ட்   பே ப   அ மௌ ண்ட்   வ ந் து  கொ டு ப்பா ங்க   
130, அ து  ந ம்ப  வ ந் து ட்டு  யூ ட் லை ஸ்   ப ண்ணி   ந ம்ம  எ ன் ன  ப டி க்க ணு ம் அ ப்ப டி ன் னு ஆ சை ப்ப டு றோ மோ  அ து  வ ந் து   ந ம் ம  ப டி க்க லா ம்   ஆ லா ன   கா லே ஜ்  பி டிக்கு ம் போ து   
131, எ ஜு கே ஷ ன்   ோ ன்  ஏ துவும் அ ப் ளை   ப ண் ணி   அ து   மூ ல மா  ப டி ச் ச து ல்ல   ஆ னா  எ ன்னோ ட  ஃபி ர ண்ட்ஸ் லாம் வ ந் து ட்டு   
132, இ ந் த   எ ஜு கே ஷ ன ல ்   லோ ன் ல  வ ந் து ட்டே  ப டி ச்சி ருக்கா ங்க   அ து க்கு  என்ன   ப்ப  மூ னா  ந ம்ம வ ந்து  இ ந்த  கா லே ஜ் ல  ப டி க்க ணு ம்   
133, அ ப் டி   இ த அ து க்கு  வ ந் து   ஒ ரு அ த் தா ர்   டி வே ணு ம ் அ ப் டி ங் க ற துக்கா க   போ ன பை ட்   வா ங் கி   ந ம்ம  வ ந் து ட்டு   எ ஜு கே ன ்   அ ந் த   அ ப் ளி கே ஷ ன்  வ ந்து ட்டு   ப் ளை  ப ண் ணி   போ ட்டோ ம் னா   அ வ ங்க  வ ந் து ட ்டு   லோ ன்   ச ங   ப ண் ணி   ந ம்ம  வ ந் து ட்டு   ப டி க்க  வ ட் பா ங் க   த அ த  வா ங்கி  ந ம ்ம   வ ந் துட்டு   ப டி க்கி ற து க்கு   யூ ட் லை ஸ்  ப ண் ணி க்க லா ம் 
134, கா ல் ந டை  வ ள ர ்ப் பி ன் ப தி ன  கி ரா ம ம்  பா க் க த்து ல   பா தி ்க னா   ஆ டு   ஆ டு க ள்   கோ லி க ள்   உ ப் பு றா க் க ள்   
