id,ref
2308,ஏன்டா இது மாரி பண்றன்னேன் இல்ல அம்மாக்கிட்ட குடு அம்மாக்கும் தெரியாதுடா அப்டின்னேன் இல்ல ஊன் மருமவட்ட குடுன்னான் மருமவட்ட குடுத்தா மருமவ குடுத்தா அவங்க தான் பேசுவாங்க நான் பேச முடியுமாடா அப்டின்னேன்
2309,இது இல்ல அந்த மருமவக்கிட்ட குடு அவுங்கவுங்களும் படிச்சிக்குறாங்க ரைட்டு தான் ஒருத்தரு பன்னெண்டாவது படிக்கிறான் ஒருத்தர் பத்தாவது படிச்சிக்குறாங்க மருமவ ரெண்டு பேரும் அதுக்காக நான் என்னா பண்ண முடியும் எனக்கு வந்து நீ டச் செல்லு வாங்கிக் குடு டச் செல்லு குடு கேட்டு நான் யாரு கிட்ட போயி பேசிட்டு தவறா மாட்டிக்கினு முழிக்கிறது நானு
2310,அந்த மாரிலாம் ஏன் கிட்ட வேணாப்பா இந்த மாரிலாம் பண்ணாத நீ காசு வச்சிருந்தா கூட நீ எதனா பண்ணிக்க ஏன் கிட்ட டச் செல்லே வேணா எனக்கு பட்னு செல்லே போதும்
2311,ஒன்பது ஒன்று ஒன்று எட்டு ஐந்து ஏலு ஐந்து ஒன்னு ஒன்பது ஒன்பது இரண்டு என்ற மொபைல் எண் மூலம் இபிஓஎஃப் போர்ட்டலில் லக்கின் செய்வது இரண்டு நான்கு எட்டு ஒன்று மூன்று ஐந்து ஆறு ரெண்டு ஒன்று எட்டு ஃபோ எட்டு நாலு ரெண்டு என்ற யுஏஎன்க்ஏஎன் எண்ணுக்கு என் இஎஃப்ஓ பாஸ் புக் ப்ரான்ஸை பெறவும்
2312,உதவி
2313,பிலாஸ்பூர் மாவட்டத்தில் பதினைந்து முதல் பதினேழு வயது வரம்பில் உள்ளவர்களுக்கு இரண்டாம் டோஸ் அளிக்கும் கட்டணத் தடுப்பூசி மையம் எதுவும் இருக்கிறதா
2314,ஹலோ சார்
2315,சார் ஃபிட்னஸ் சென்டர் தான
2316,என் பேரு முத்தமிழ் செல்வன் சார்
2317,சார் இதேமேரி எனக்கு வந்து ஏஜ் வந்து டொன்ட்டி டூ சார்
